,date_crawled,car_name,price_EUR,ab_test,vehicle_type,registration_year,transmission,power_ps,model,odometer_km,registration_month,fuel_type,brand,unrepaired_damage,ad_created,postal_code,last_seen
4016,3/26/2016 18:40,Volkswagen_Touran_2.0_TDI_DPF_Highline_Xenon__Navi_,17490,test,bus,2012,automatik,140,touran,90000,1,diesel,volkswagen,nein,3/26/2016 0:00,52159,4/2/2016 10:15
4017,3/31/2016 11:58,BMW_X3_2.0d__03/17_TÜV_1.Hand_Glasdach_Leder_Einpark,14600,control,limousine,2008,manuell,177,x_reihe,150000,2,diesel,bmw,nein,3/31/2016 0:00,22309,4/6/2016 4:46
4018,3/23/2016 22:58,Suzuki_Vitara_Philippe_Cousteaux,1190,test,suv,1994,manuell,80,andere,125000,8,benzin,suzuki,ja,3/23/2016 0:00,23629,3/28/2016 12:45
4019,3/12/2016 23:56,BMW_330xd_DPF_Aut.,14500,control,limousine,2006,automatik,231,3er,150000,6,diesel,bmw,nein,3/12/2016 0:00,53639,4/6/2016 13:46
4020,3/27/2016 14:38,Hyundai_Trajet_2.0,1800,control,bus,2000,manuell,136,andere,150000,10,lpg,hyundai,nein,3/27/2016 0:00,13409,4/7/2016 10:45
4021,3/15/2016 16:53,Touareg_3.0_V6_TDI_DPF_Aut._Bi_Xen_1_Hand_Kamera,10100,control,suv,2008,automatik,239,touareg,100000,12,diesel,volkswagen,nein,3/15/2016 0:00,10115,3/15/2016 16:53
4022,4/3/2016 19:29,Peugeot_306_Break_HDi,550,test,kombi,2000,manuell,90,3_reihe,150000,5,diesel,peugeot,nein,4/3/2016 0:00,65439,4/7/2016 12:15
4023,3/11/2016 18:57,Seat_Ibiza_1_2L__12V__64PS__Model_2005,2650,test,kleinwagen,2004,manuell,64,ibiza,150000,9,benzin,seat,nein,3/11/2016 0:00,32545,3/29/2016 12:17
4024,3/5/2016 21:56,Volkswagen_Golf_1.4_Pacific,3200,test,limousine,2003,manuell,75,golf,125000,2,benzin,volkswagen,nein,3/5/2016 0:00,64646,3/17/2016 22:15
4026,3/14/2016 17:38,Opel_Corsa_Bj._2000,829,test,kleinwagen,2000,manuell,65,corsa,150000,2,benzin,opel,nein,3/14/2016 0:00,32051,4/6/2016 0:15
4027,4/2/2016 17:25,Mercedes_Benz_250_D_Euro_2_TÜV/AU_02/2017_Erste_Hand,1299,control,limousine,1992,manuell,94,andere,150000,1,diesel,mercedes_benz,ja,4/2/2016 0:00,56588,4/3/2016 12:41
4028,4/2/2016 1:59,Audi_A4_Kombi,799,test,kombi,1996,manuell,150,a4,150000,1,benzin,audi,nein,4/2/2016 0:00,26607,4/2/2016 8:42
4030,3/30/2016 22:37,Zu_Verkaufen,1250,control,limousine,2003,manuell,101,a_klasse,150000,2,benzin,mercedes_benz,ja,3/30/2016 0:00,63571,4/3/2016 16:44
4031,3/7/2016 0:42,BMW_320__CI___Leder__Klimaautomatik___PDC_uvm,9650,test,cabrio,2005,automatik,170,3er,150000,3,benzin,bmw,nein,3/6/2016 0:00,22145,3/21/2016 22:45
4033,3/21/2016 20:52,Audi_A4_2.0_TDI_DPF_multitronic_Ambition,11800,control,limousine,2008,automatik,143,a4,150000,5,diesel,audi,nein,3/21/2016 0:00,93192,4/2/2016 23:19
4034,3/12/2016 13:51,**BMW_E46_Touring_330XD_204PS___TÜV_03/2017___8_Fach_Bereift**,5990,control,kombi,2003,automatik,204,3er,150000,12,diesel,bmw,nein,3/12/2016 0:00,3050,4/6/2016 21:18
4036,4/2/2016 19:50,Mitsubishi_Space_Star_1.0,6490,control,kleinwagen,2014,manuell,71,andere,40000,6,benzin,mitsubishi,nein,4/2/2016 0:00,82110,4/6/2016 20:17
4037,3/27/2016 17:59,AUDI_A4__1_9_TDI__+4_Original_Alufelgen_195_/_65_/R_15_o._Reifen,1900,test,kombi,1998,manuell,110,a4,150000,12,diesel,audi,nein,3/27/2016 0:00,39104,4/5/2016 14:16
4040,4/3/2016 23:36,Opel_Astra_GTC_1.9_CDTI_DPF_Cosmo,2900,control,limousine,2005,manuell,120,astra,150000,11,diesel,opel,nein,4/3/2016 0:00,28215,4/6/2016 8:16
4041,3/22/2016 9:47,Peugeot_208_82_VTI,7550,test,kleinwagen,2012,manuell,82,2_reihe,70000,12,benzin,peugeot,nein,3/22/2016 0:00,24558,4/5/2016 20:46
4042,3/28/2016 20:38,BMW_e39_530_D_Touring,6799,control,kombi,2004,automatik,193,5er,150000,2,diesel,bmw,nein,3/28/2016 0:00,45359,4/7/2016 2:46
4043,3/7/2016 13:47,BMW_318_Ci,2650,control,coupe,2001,manuell,118,3er,30000,7,benzin,bmw,nein,3/7/2016 0:00,31008,3/8/2016 15:47
4044,3/25/2016 7:54,Toyota_Auris_5_Tuerer_Hybrid_Automatik_Start_Edition,15555,test,limousine,2013,automatik,136,auris,40000,4,hybrid,toyota,nein,3/25/2016 0:00,12687,3/31/2016 15:17
4045,3/16/2016 13:49,Ford_Fiesta_1.25_Trend_/_Winterpaket_/_Allwetter_Reifen___silber,8400,control,kleinwagen,2013,manuell,82,fiesta,30000,7,benzin,ford,nein,3/16/2016 0:00,47259,3/31/2016 17:45
4046,3/29/2016 11:50,Nissan_100_nx_Targa,1899,test,cabrio,1992,automatik,90,andere,150000,7,benzin,nissan,nein,3/29/2016 0:00,12355,4/5/2016 21:15
4047,3/10/2016 15:51,Volkswagen_Polo,850,test,kleinwagen,1999,manuell,50,polo,125000,6,benzin,volkswagen,nein,3/10/2016 0:00,76646,4/5/2016 13:17
4049,3/20/2016 16:55,Suzuki_Grand_Vitara_2.0,5900,test,suv,2004,manuell,128,grand,90000,9,benzin,suzuki,nein,3/20/2016 0:00,47906,4/2/2016 22:16
4050,3/15/2016 11:41,BMW_X5_xDrive35d_M_Sportpaket_Vollausstattung,27900,test,limousine,2009,automatik,286,x_reihe,150000,11,diesel,bmw,nein,3/15/2016 0:00,45665,3/17/2016 5:16
4051,3/29/2016 15:57,CLS_350_CDI_7G_TRONIC_Edition_DESIGNO_VOLL,20000,control,limousine,2011,automatik,265,c_klasse,50000,11,diesel,mercedes_benz,nein,3/29/2016 0:00,60311,3/29/2016 16:25
4052,3/31/2016 20:46,BMW_E34_530i_V8_Benzin_no_Schalter__E30__V12__540i__m3,1999,test,kombi,1994,automatik,218,5er,150000,9,benzin,bmw,Unknown,3/31/2016 0:00,89331,4/2/2016 16:45
4053,3/28/2016 12:52,Volkswagen_Caravelle_Syncro,3250,test,bus,2002,manuell,102,transporter,150000,12,diesel,volkswagen,nein,3/28/2016 0:00,91186,3/28/2016 12:52
4054,3/13/2016 10:50,Volkswagen_Passat_Variant_1.6_FSI,4500,control,kombi,2006,automatik,116,passat,150000,9,benzin,volkswagen,nein,3/13/2016 0:00,21217,4/6/2016 15:16
4056,3/8/2016 23:58,Mercedes_Benz_A_160,2199,control,limousine,1999,automatik,102,a_klasse,150000,3,benzin,mercedes_benz,nein,3/8/2016 0:00,69124,3/23/2016 1:45
4058,3/19/2016 14:37,Carage_Auto_8_fachbereift_Parktronik_uto_CD_MP3TÜV_Neu,7899,test,limousine,2006,manuell,106,Unknown,125000,12,diesel,mercedes_benz,Unknown,3/19/2016 0:00,89231,3/19/2016 14:37
4059,3/13/2016 12:51,VW_Touareg_Diesel_Vollausstattung,10600,test,suv,2005,automatik,174,touareg,150000,7,Unknown,volkswagen,nein,3/13/2016 0:00,46325,4/6/2016 15:45
4061,4/6/2016 0:36,Alfa_Romeo_156_Sportwagon_2.4_JTD_Distinctive,1800,test,kombi,2003,manuell,150,156,150000,12,diesel,alfa_romeo,nein,4/6/2016 0:00,65933,4/6/2016 6:25
4062,3/20/2016 12:50,Kia_Ceed_1.4_CVVT,6500,test,limousine,2009,manuell,109,ceed,80000,4,benzin,kia,nein,3/20/2016 0:00,47167,4/6/2016 12:46
4064,3/27/2016 10:54,Audi_A4_Cabriolet_1.8_T,13900,control,cabrio,2007,manuell,163,a4,70000,4,benzin,audi,nein,3/27/2016 0:00,65399,4/7/2016 2:18
4065,3/17/2016 13:36,Honda_Civic_1.4_i_VTEC_Sport,12500,control,limousine,2013,manuell,99,civic,50000,4,benzin,honda,nein,3/17/2016 0:00,30916,4/6/2016 20:45
4066,3/26/2016 21:57,Audi_A4_Avant_1.8_T,7900,control,kombi,2006,manuell,163,a4,125000,9,benzin,audi,nein,3/26/2016 0:00,34414,4/6/2016 15:45
4067,3/28/2016 17:54,Opel_Astra_F_Bertone_Cabrio,1400,test,cabrio,1996,manuell,71,astra,150000,6,benzin,opel,nein,3/28/2016 0:00,64750,4/1/2016 2:46
4069,3/19/2016 11:53,Mercedes_Benz_E200_Modell_1999_mit_Landi_Renzo_LPG_Gasanlage,1590,test,limousine,1998,automatik,136,andere,150000,9,benzin,mercedes_benz,nein,3/19/2016 0:00,58285,3/19/2016 11:53
4071,4/4/2016 16:46,Toyota_Starlet,1200,test,kleinwagen,1996,manuell,75,andere,150000,7,benzin,toyota,nein,4/4/2016 0:00,1237,4/6/2016 18:19
4072,3/20/2016 18:36,Chevrolet_Kalos_1.4_16V_SX,1930,test,kleinwagen,2008,manuell,94,andere,80000,4,benzin,chevrolet,ja,3/20/2016 0:00,81549,4/7/2016 3:44
4073,3/20/2016 8:55,Audi_A5_3.0_TDI_DPF_quattro,17700,test,coupe,2008,manuell,239,a5,150000,2,diesel,audi,nein,3/20/2016 0:00,31515,4/6/2016 5:44
4074,3/13/2016 16:37,XC_90_D5_SPORT_DYNAUDIO_7_SITZE_1.HAND_S_HEFT,10000,test,suv,2008,automatik,185,xc_reihe,90000,1,diesel,volvo,nein,3/13/2016 0:00,10115,3/13/2016 16:37
4075,4/4/2016 9:52,Nissan_Almera_Tino_Bj.02.2006_Euro4_Tuev_neu.,2750,control,bus,2006,manuell,116,almera,150000,2,benzin,nissan,nein,4/4/2016 0:00,23611,4/6/2016 10:46
4076,3/9/2016 20:50,Touran_2.0_TDI_Highline_Diesel,4000,test,bus,2007,Unknown,140,touran,150000,1,diesel,volkswagen,Unknown,3/9/2016 0:00,42697,3/9/2016 20:50
4077,4/2/2016 8:53,Jeep_Cherokee_2.5_TD,2190,control,suv,1996,manuell,116,cherokee,150000,10,diesel,jeep,nein,4/2/2016 0:00,85551,4/6/2016 6:44
4078,3/19/2016 16:57,BMW_320d_e90_177ps,10500,test,limousine,2007,automatik,177,3er,150000,9,diesel,bmw,nein,3/19/2016 0:00,59469,4/7/2016 3:45
4080,3/12/2016 14:44,Zafira_Tourer_2.0_CDTI_Start_Stop_Navi_Kamera,8800,test,kombi,2011,manuell,165,zafira,30000,12,diesel,opel,nein,3/12/2016 0:00,10115,3/12/2016 14:44
4081,3/9/2016 14:57,Skoda_Yeti_1.2_TSI_DSG_Experience_PLUS_EDITION,16990,test,suv,2012,automatik,105,yeti,50000,5,benzin,skoda,nein,3/9/2016 0:00,13599,4/6/2016 23:17
4083,3/15/2016 19:49,BMW_523i_touring,890,control,kombi,1999,manuell,170,5er,150000,6,benzin,bmw,nein,3/15/2016 0:00,86925,3/17/2016 16:16
4084,3/19/2016 8:53,VW_t4__multivan_umbau,2450,test,bus,1992,manuell,77,transporter,5000,6,Unknown,volkswagen,Unknown,3/19/2016 0:00,24340,4/6/2016 8:15
4085,3/13/2016 18:41,Sportcoupè_von_PEUGEOT__RCZ___1.6_THB_ONYX_,17999,control,coupe,2013,manuell,156,andere,30000,1,benzin,peugeot,nein,3/13/2016 0:00,65934,4/7/2016 6:45
4086,3/10/2016 15:54,Mercedes_Benz_A_160_TÜV_4/2017,1100,test,kleinwagen,1998,manuell,102,a_klasse,150000,4,benzin,mercedes_benz,nein,3/10/2016 0:00,45127,3/12/2016 6:44
4087,3/8/2016 19:53,Ford_Focus_Cabrio_Titanium,5499,test,cabrio,2006,manuell,145,focus,150000,9,benzin,ford,Unknown,3/8/2016 0:00,40789,3/9/2016 11:45
4088,3/13/2016 10:38,Volkswagen_Golf_Cabrio_1.8,2850,control,cabrio,1999,manuell,90,golf,150000,4,benzin,volkswagen,nein,3/13/2016 0:00,27404,4/6/2016 15:15
4089,3/5/2016 15:47,Opel_Vectra_C_2.2_Automatik_Top_Zustand,2800,control,limousine,2002,automatik,147,vectra,150000,5,benzin,opel,nein,3/5/2016 0:00,14943,3/7/2016 6:17
4091,3/5/2016 15:55,Volkswagen_Multivan_T4_TDI_7DC_UY2,8900,control,bus,1999,manuell,102,transporter,150000,10,diesel,volkswagen,nein,3/5/2016 0:00,26524,3/16/2016 6:46
4092,3/14/2016 3:53,Polo__Kombi__Schiebedach_,500,test,kombi,1998,manuell,60,polo,150000,8,benzin,volkswagen,Unknown,3/14/2016 0:00,35683,4/6/2016 17:15
4094,3/14/2016 11:25,BMW_118d,5499,control,limousine,2005,manuell,122,1er,150000,7,diesel,bmw,nein,3/14/2016 0:00,35708,3/14/2016 13:46
4097,3/22/2016 18:46,Mercedes_Benz_E_220_CDI_DPF_BlueEFFICIENCY_Automatik_Avantgard,20000,control,limousine,2009,automatik,170,e_klasse,90000,4,diesel,mercedes_benz,nein,3/22/2016 0:00,30171,4/6/2016 10:46
4098,4/5/2016 11:53,Mercedes_Benz_E_350_CDI_AMG_BlueEFFICIENCY_7G_TRONIC_Avant...,25250,test,limousine,2012,automatik,265,e_klasse,150000,6,diesel,mercedes_benz,nein,4/5/2016 0:00,90518,4/5/2016 12:44
4099,3/10/2016 19:40,BMW_325xi_Touring_Aut._M_PAKET,12500,control,kombi,2007,automatik,218,3er,150000,10,benzin,bmw,nein,3/10/2016 0:00,28865,4/6/2016 2:17
4100,3/10/2016 18:52,Opel_Astra_G_Caravan_1_6_Selektion,1000,test,kombi,2001,manuell,101,astra,150000,10,Unknown,opel,nein,3/10/2016 0:00,99867,3/13/2016 0:46
4101,3/27/2016 10:46,Porsche_Boxster_Boxster_987_S_mit_Approved_bis_1/2018,30500,control,cabrio,2009,manuell,295,boxster,100000,1,benzin,porsche,nein,3/27/2016 0:00,21227,4/7/2016 5:45
4102,3/19/2016 18:53,Audi_A6_allroad_quattro_3.0_TDI_tiptronic_DPF,37999,test,kombi,2012,automatik,313,andere,125000,5,diesel,audi,nein,3/19/2016 0:00,74706,4/5/2016 3:45
4103,3/27/2016 22:56,Golf_Variant_1_6_TDI_Sondermodel_MATCH,10499,test,kombi,2012,manuell,105,golf,100000,10,diesel,volkswagen,nein,3/27/2016 0:00,46045,4/6/2016 6:17
4104,3/15/2016 18:46,Ford_Ka_1.2,3500,control,kleinwagen,2010,manuell,69,ka,100000,1,benzin,ford,nein,3/15/2016 0:00,71272,4/6/2016 19:46
4105,3/5/2016 21:50,Volkswagen_Tiguan_2.0_TSI_4Motion,11000,test,suv,2009,manuell,170,tiguan,70000,5,benzin,volkswagen,ja,3/5/2016 0:00,82319,3/17/2016 21:18
4108,3/10/2016 21:44,Hyundai_Accent_1.5i_GLS,1900,control,limousine,2002,manuell,102,andere,50000,7,benzin,hyundai,nein,3/10/2016 0:00,58332,3/20/2016 15:44
4109,4/3/2016 14:37,Audi_A3_1_6_Ambiente,5800,test,limousine,2001,manuell,102,a3,150000,11,benzin,audi,nein,4/3/2016 0:00,66557,4/5/2016 13:18
4110,4/4/2016 21:45,BMW_525d_____TOP_!!!!,8900,test,limousine,2004,manuell,177,5er,150000,6,diesel,bmw,nein,4/4/2016 0:00,92729,4/4/2016 21:45
4111,4/3/2016 0:53,Biete_VW_Lupo,850,control,kleinwagen,2000,manuell,50,lupo,150000,10,benzin,volkswagen,Unknown,3/31/2016 0:00,52428,4/5/2016 11:52
4113,4/5/2016 1:36,Audi_A4_2.0_TDI_DPF_multitronic,6500,control,limousine,2006,automatik,140,a4,150000,12,diesel,audi,nein,4/5/2016 0:00,49635,4/7/2016 10:17
4114,4/5/2016 16:36,Volkswagen_Polo,1200,test,kleinwagen,2001,manuell,60,polo,150000,5,benzin,volkswagen,nein,4/5/2016 0:00,33609,4/5/2016 16:36
4115,3/18/2016 19:41,BMW_X6,26999,control,limousine,2010,automatik,286,x_reihe,150000,10,diesel,bmw,nein,3/18/2016 0:00,28199,4/5/2016 22:46
4116,3/7/2016 23:42,MB_Vito_112_CDI_2.Hand,5000,test,Unknown,2005,manuell,122,vito,150000,7,diesel,mercedes_benz,Unknown,3/7/2016 0:00,36251,4/7/2016 3:15
4117,3/31/2016 19:55,Bmw_530_M_parket,8000,control,limousine,2004,automatik,218,5er,150000,3,diesel,bmw,Unknown,3/31/2016 0:00,64853,3/31/2016 19:55
4118,3/11/2016 15:52,Renault_Clio_1.5_dCi,1600,test,kleinwagen,2002,manuell,82,clio,150000,9,diesel,renault,Unknown,3/11/2016 0:00,30457,4/5/2016 12:47
4120,3/22/2016 16:59,Peugeot_404,9400,test,limousine,1964,Unknown,65,4_reihe,60000,2,Unknown,peugeot,nein,3/22/2016 0:00,41464,4/2/2016 9:47
4122,4/1/2016 15:50,Top_Renault_Megane_zu_verkaufen,999,test,kombi,1999,manuell,107,megane,150000,6,benzin,renault,nein,4/1/2016 0:00,59519,4/3/2016 12:21
4124,3/20/2016 22:54,Oldtimer_3er_BMW_E21_316__1979,2600,test,coupe,1979,manuell,75,3er,150000,8,benzin,bmw,Unknown,3/20/2016 0:00,79106,4/7/2016 11:44
4125,3/28/2016 18:59,Mercedes_Benz_E320_CDI_2.HAND_KLIMA_EGSHD_NAVI_AHK,2999,control,limousine,2000,automatik,197,Unknown,150000,7,Unknown,mercedes_benz,Unknown,3/28/2016 0:00,27232,3/30/2016 10:45
4126,4/3/2016 14:53,BMW_325_Ci_Aut._/_exklusiv_mit_Brombeer_Leder__Xenon,5500,test,coupe,2003,automatik,192,3er,150000,3,benzin,bmw,nein,4/3/2016 0:00,38350,4/5/2016 14:15
4128,3/28/2016 12:37,BMW_116d_Aut.,17999,test,limousine,2013,automatik,116,1er,40000,4,diesel,bmw,nein,3/28/2016 0:00,64397,3/28/2016 12:37
4129,3/25/2016 15:58,Volkswagen_Golf_2.0_GTI_Edition_30,9500,test,limousine,2007,manuell,313,golf,150000,5,benzin,volkswagen,nein,3/25/2016 0:00,34626,4/6/2016 20:17
4130,3/9/2016 18:44,Peugeot_106_Palm_Beach,750,test,kleinwagen,1995,manuell,60,1_reihe,80000,1,benzin,peugeot,nein,3/9/2016 0:00,48159,4/7/2016 11:46
4131,3/26/2016 13:49,Ford_Fiesta_1.6_EcoBoost_mit_Leder_Sport_Paket_ST,17500,control,kleinwagen,2015,manuell,182,fiesta,10000,11,benzin,ford,nein,3/26/2016 0:00,66709,4/6/2016 1:46
4133,4/2/2016 9:48,BMW_120d_Cabrio__M_Paket__AHK__super_Ausstattung,21900,control,cabrio,2011,manuell,177,1er,70000,12,diesel,bmw,nein,4/2/2016 0:00,84079,4/6/2016 7:44
4134,3/5/2016 19:49,Hyundai_Santa_Fe,1500,test,suv,2001,manuell,145,santa,150000,3,benzin,hyundai,Unknown,3/5/2016 0:00,41462,3/7/2016 15:46
4135,3/9/2016 10:55,Peugeot_206_CC_135_Platinum,4650,control,cabrio,2004,manuell,136,2_reihe,70000,12,benzin,peugeot,nein,3/9/2016 0:00,92442,4/5/2016 15:17
4136,3/19/2016 11:47,Mercedes_Benz_Viano_3.0_CDI_DPF_lang_Automatik_Ambiente,35500,test,bus,2012,automatik,224,viano,50000,2,diesel,mercedes_benz,nein,3/19/2016 0:00,70569,4/6/2016 14:46
4138,3/31/2016 14:48,Volkswagen_Passat_Variant_2.0_TDI_DSG_BlueMotion_Techno...,18990,control,kombi,2011,automatik,170,passat,125000,8,diesel,volkswagen,nein,3/31/2016 0:00,53545,4/6/2016 7:45
4139,3/23/2016 22:37,Golf_3_sehr_gepflegt,800,test,kleinwagen,1992,manuell,75,golf,5000,4,benzin,volkswagen,nein,3/23/2016 0:00,58332,4/6/2016 6:45
4141,3/20/2016 9:52,Verkaufe_Opel_Zafira_1.9_CDTI_Nichtraucherfahrzeug,7250,control,bus,2009,manuell,120,zafira,150000,5,diesel,opel,nein,3/20/2016 0:00,83301,3/20/2016 9:52
4142,3/19/2016 8:55,Ford_Mondeo_1.8,850,test,limousine,2000,manuell,116,mondeo,150000,4,benzin,ford,nein,3/19/2016 0:00,12529,3/31/2016 13:45
4143,3/31/2016 10:58,Peugeot_206_+_schwarz_top,6200,control,kleinwagen,2013,manuell,75,2_reihe,90000,1,benzin,peugeot,nein,3/31/2016 0:00,84048,4/5/2016 15:16
4146,3/26/2016 17:25,Jaguar_X_Type_2.0_Diesel,5500,test,limousine,2005,manuell,131,x_type,150000,9,diesel,jaguar,nein,3/26/2016 0:00,61169,4/6/2016 17:46
4147,3/7/2016 20:55,Ford_mondeo,1650,test,kombi,2002,automatik,116,mondeo,150000,2,diesel,ford,nein,3/7/2016 0:00,44649,3/21/2016 4:46
4148,3/7/2016 11:57,Mercedes_c_180_kompresor_euro_4_tuev_02.2017_voll_fahrbereit,2600,test,kombi,2004,manuell,143,c_klasse,150000,12,benzin,mercedes_benz,nein,3/7/2016 0:00,66115,3/7/2016 12:40
4150,3/10/2016 10:51,Audi_A3_2.0_TDI_Sportback_DPF_quattro_S_Line_Open_Sky,10500,test,kombi,2008,manuell,170,a3,150000,10,diesel,audi,nein,3/10/2016 0:00,97228,4/6/2016 21:17
4151,4/3/2016 1:59,Toyota_Corolla_Verso_2.2_D_CAT_Sol,5600,control,bus,2006,manuell,177,verso,150000,1,diesel,toyota,nein,4/3/2016 0:00,35091,4/7/2016 9:44
4152,3/7/2016 18:52,Renault_Scenic_1.4__16V__Fairway__mit_neuem_TÜV,2500,control,bus,2001,manuell,95,scenic,125000,1,benzin,renault,nein,3/7/2016 0:00,31582,4/7/2016 5:45
4154,3/8/2016 22:39,Opel_Corsa_1.0_12V_Easytronic,1600,test,kleinwagen,2003,Unknown,60,corsa,150000,11,benzin,opel,nein,3/8/2016 0:00,69469,3/30/2016 9:17
4155,3/11/2016 10:41,Fiat_Panda_1.2_Dynamic,3700,test,kleinwagen,2009,manuell,60,panda,80000,10,benzin,fiat,nein,3/11/2016 0:00,83139,3/30/2016 8:15
4156,3/12/2016 17:51,Volkswagen_Caddy_1.9_TDI,4800,test,bus,2006,manuell,105,caddy,150000,5,diesel,volkswagen,nein,3/12/2016 0:00,94535,3/12/2016 17:51
4157,3/22/2016 12:58,Mercedes_Benz_E_220_CDI_7G_TRONIC_Avantgarde,29900,control,limousine,2013,automatik,170,e_klasse,40000,6,diesel,mercedes_benz,nein,3/22/2016 0:00,68753,4/6/2016 2:16
4158,3/8/2016 9:56,Mercedes_Benz_200_D,1490,control,limousine,1986,manuell,72,andere,150000,5,diesel,mercedes_benz,nein,3/8/2016 0:00,53489,4/6/2016 20:19
4159,3/25/2016 13:46,Audi_SQ5_3.0_TDI_quattro_tiptronic_Mwst_ausweisbar,52990,test,limousine,2013,automatik,313,andere,60000,7,diesel,audi,nein,3/25/2016 0:00,72813,3/26/2016 23:45
4161,3/30/2016 23:49,"Smart_forfour_""sportstyle""_brabus_122PS",4700,control,kleinwagen,2005,manuell,122,forfour,125000,6,benzin,smart,nein,3/30/2016 0:00,9648,4/5/2016 23:17
4162,3/21/2016 21:37,Mercedes_Benz_C_180_T_Kompressor_Avantgarde,6290,control,kombi,2003,automatik,143,c_klasse,90000,6,benzin,mercedes_benz,nein,3/21/2016 0:00,45739,4/7/2016 2:46
4163,3/10/2016 19:25,Bmw_E_46_320i,899,control,limousine,1999,manuell,150,3er,150000,7,benzin,bmw,nein,3/10/2016 0:00,56170,3/11/2016 12:42
4164,3/20/2016 14:58,Volkswagen_Polo_1.9_TDI+professionelle_Aufbereitung,3650,test,kleinwagen,2002,manuell,101,polo,150000,7,diesel,volkswagen,nein,3/20/2016 0:00,44137,3/24/2016 7:16
4166,3/23/2016 10:42,Volkswagen_Lupo_1.0,1650,control,kleinwagen,2001,manuell,50,lupo,125000,11,benzin,volkswagen,nein,3/23/2016 0:00,14612,3/27/2016 14:15
4167,3/27/2016 22:56,Skoda_Superb_Combi_TDI_4x4_Outdoor_Standheizung_Voll,19990,test,kombi,2013,manuell,170,superb,125000,1,diesel,skoda,nein,3/27/2016 0:00,38173,4/6/2016 4:15
4168,3/16/2016 12:56,Mazda_6_Sport_Kombi_2.3_Top_Tuev_NEU,3800,test,kombi,2003,manuell,166,6_reihe,125000,8,benzin,mazda,nein,3/16/2016 0:00,56626,3/22/2016 17:17
4170,3/16/2016 0:56,Volkswagen_Golf_1.9_TDI_DPF_Tour_Edition,5699,test,limousine,2007,manuell,105,golf,150000,9,diesel,volkswagen,nein,3/16/2016 0:00,72469,4/5/2016 20:44
4171,3/21/2016 10:25,Mercedes_Benz_E_200,11950,control,kombi,2007,automatik,184,e_klasse,125000,10,benzin,mercedes_benz,nein,3/21/2016 0:00,57627,3/26/2016 21:17
4172,3/20/2016 11:58,Toyota_Auris_2.0_D_4D_Executive,5600,test,limousine,2007,manuell,126,auris,125000,3,diesel,toyota,nein,3/20/2016 0:00,58739,3/29/2016 23:17
4173,3/27/2016 11:54,Opel_Vectra_1_Hand_Hu/AU_Neu,1500,test,limousine,1999,manuell,101,vectra,125000,10,benzin,opel,nein,3/27/2016 0:00,47799,4/5/2016 12:17
4176,3/27/2016 9:37,Fiesta_4Tuerig_ZV_144_000Tkm_TÜV_/Au_2_Jahre_neu,950,test,kleinwagen,1999,manuell,58,fiesta,150000,3,benzin,ford,Unknown,3/27/2016 0:00,52146,3/27/2016 10:38
4177,3/18/2016 18:42,Mercedes_Benz_ML_500_mit_LPG_Gasanlage,12900,control,suv,2005,automatik,306,m_klasse,150000,10,benzin,mercedes_benz,nein,3/18/2016 0:00,47475,4/2/2016 0:19
4178,4/3/2016 17:53,Suzuki_Wagon_24_Monate_TÜV,1000,test,kleinwagen,2000,manuell,70,andere,150000,3,benzin,suzuki,nein,4/3/2016 0:00,42285,4/5/2016 18:17
4179,4/4/2016 10:53,Volkswagen_Multivan_T4_TDI_7DCUX2,14000,control,bus,2000,manuell,151,transporter,150000,9,diesel,volkswagen,nein,4/4/2016 0:00,86983,4/6/2016 12:17
4181,3/15/2016 23:43,Toyota_Yaris_Verso,6200,control,bus,2004,automatik,150,avensis,40000,8,benzin,toyota,nein,3/15/2016 0:00,41517,3/21/2016 0:45
4182,3/10/2016 14:49,A3_8L_1.8_APG,2900,test,kleinwagen,2001,manuell,125,a3,150000,7,Unknown,audi,nein,3/10/2016 0:00,24870,3/24/2016 19:15
4183,4/3/2016 19:39,Golf_II_Automatik,850,test,limousine,1986,automatik,72,golf,125000,12,benzin,volkswagen,nein,4/3/2016 0:00,22305,4/3/2016 19:39
4184,3/7/2016 16:50,Mercedes_S_320_CDI_Gruene_Plakette_Tuev_Neu_!!!_Airmatic,4999,control,limousine,2000,automatik,197,s_klasse,150000,5,diesel,mercedes_benz,nein,3/7/2016 0:00,35708,3/8/2016 18:45
4186,4/3/2016 11:46,MINI_One_Cabrio,8700,control,cabrio,2006,manuell,90,one,125000,5,benzin,mini,nein,4/3/2016 0:00,13158,4/7/2016 12:45
4187,3/23/2016 7:54,Hueppi..._Kleiner_Stadt_Flitzer...,1250,control,kleinwagen,1998,manuell,60,fiesta,70000,3,benzin,ford,nein,3/23/2016 0:00,26603,4/7/2016 8:17
4189,4/3/2016 23:56,BMW_318i,8900,control,limousine,2007,manuell,129,3er,90000,5,benzin,bmw,nein,4/3/2016 0:00,63179,4/6/2016 8:16
4191,3/19/2016 1:53,FORD_KA__TÜV_3_2018__VOLLAUSSATTUNG_LEDER_KLIMA_FUNK_ZV,1300,control,kleinwagen,2001,manuell,60,ka,150000,3,benzin,ford,nein,3/19/2016 0:00,52064,3/23/2016 21:19
4192,3/10/2016 10:36,RENAULT__MASTER__TDI,2800,test,andere,2003,manuell,82,andere,150000,10,diesel,renault,Unknown,3/10/2016 0:00,6231,4/6/2016 11:16
